tablescraper-selected-row,text-left,text-left 2,text-right,text-right 2,text-right 3,text-right 4,text-right 5
8191,2025090801015061,BHCL,4,58,10,467.00,"4,670.00"
8192,2025090803007214,SKBBL,34,33,405,880.90,"356,764.50"
8193,2025090803007213,SKBBL,62,33,"1,000",881.00,"881,000.00"
8194,2025090803007212,SKBBL,35,33,100,881.50,"88,150.00"
8195,2025090803007211,SKBBL,66,33,"1,000",881.60,"881,600.00"
8196,2025090803007210,SKBBL,45,33,100,881.80,"88,180.00"
8197,2025090803007209,SKBBL,25,33,20,881.80,"17,636.00"
8198,2025090803007208,SKBBL,25,33,20,881.90,"17,638.00"
8199,2025090805015365,SONA,21,62,283,442.00,"125,086.00"
8200,2025090801015060,SAMAJ,36,67,12,"2,779.50","33,354.00"
8201,2025090801015059,SCB,41,16,1,620.00,620.00
8202,2025090805015364,BBC,32,37,20,"5,104.00","102,080.00"
8203,2025090805015363,BBC,1,37,10,"5,105.00","51,050.00"
8204,2025090801015058,EBLD91,51,39,20,"1,011.00","20,220.00"
8205,2025090805015362,USHEC,49,51,170,470.00,"79,900.00"
8206,2025090801015057,BHCL,4,42,10,467.00,"4,670.00"
8207,2025090803007207,PMLI,45,36,10,490.00,"4,900.00"
8208,2025090805015361,PPL,21,84,209,298.20,"62,323.80"
8209,2025090805015360,PPL,45,84,100,298.50,"29,850.00"
8210,2025090805015359,PPL,56,84,100,298.60,"29,860.00"
8211,2025090805015358,PPL,32,84,100,298.60,"29,860.00"
8212,2025090805015357,PPL,22,84,65,298.70,"19,415.50"
8213,2025090805015356,PPL,58,84,30,298.90,"8,967.00"
8214,2025090805015355,PPL,45,84,20,299.00,"5,980.00"
8215,2025090803007206,WNLB,58,58,10,"2,004.00","20,040.00"
8216,2025090801015056,EBL,60,41,355,713.00,"253,115.00"
8217,2025090801015055,EBL,60,8,145,712.90,"103,370.50"
8218,2025090801015054,HBL,72,48,10,200.30,"2,003.00"
8219,2025090804013874,MHNL,32,4,10,250.80,"2,508.00"
8220,2025090804013873,MHNL,32,34,150,250.00,"37,500.00"
8221,2025090801015053,NABIL,17,13,187,510.90,"95,538.30"
8222,2025090801015052,SBI,29,49,500,385.00,"192,500.00"
8223,2025090805015354,SMATA,48,38,10,982.00,"9,820.00"
8224,2025090805015353,MKJC,39,90,50,602.10,"30,105.00"
8225,2025090804013872,AKPL,89,38,591,252.70,"149,345.70"
8226,2025090804013871,AKPL,43,38,200,252.80,"50,560.00"
8227,2025090804013870,AKPL,42,38,199,253.00,"50,347.00"
8228,2025090805015352,MHCL,57,57,50,420.10,"21,005.00"
8229,2025090804013869,UPCL,58,8,90,412.00,"37,080.00"
8230,2025090804013868,UPCL,38,8,255,412.00,"105,060.00"
8231,2025090801015051,CREST,34,21,10,"1,120.00","11,200.00"
8232,2025090801015050,HBL,72,58,10,200.30,"2,003.00"
8233,2025090801015049,KBL,21,26,49,194.10,"9,510.90"
8234,2025090801015048,KBL,43,26,150,194.10,"29,115.00"
8235,2025090801015047,KBL,56,26,300,194.10,"58,230.00"
8236,2025090801015046,KBL,49,26,400,194.10,"77,640.00"
8237,2025090801015045,KBL,45,26,200,194.10,"38,820.00"
8238,2025090801015044,KBL,29,26,300,194.10,"58,230.00"
8239,2025090801015043,KBL,47,26,59,194.10,"11,451.90"
8240,2025090803007205,MPFL,22,74,10,570.00,"5,700.00"
8241,2025090801015042,TTL,46,58,10,773.00,"7,730.00"
8242,2025090805015351,NRIC,77,58,10,"1,630.00","16,300.00"
8243,2025090805015350,HHL,8,45,245,348.90,"85,480.50"
8244,2025090805015349,NRIC,54,58,"2,000","1,630.00","3,260,000.00"
8245,2025090805015348,NRIC,58,58,200,"1,630.00","326,000.00"
8246,2025090805015347,NRIC,36,58,20,"1,630.00","32,600.00"
8247,2025090805015346,NRIC,56,58,10,"1,630.00","16,300.00"
8248,2025090805015345,NRIC,56,58,10,"1,631.00","16,310.00"
8249,2025090805015344,NRIC,66,58,50,"1,631.00","81,550.00"
8250,2025090805015343,NRIC,44,58,500,"1,632.00","816,000.00"
8251,2025090805015342,NRIC,56,58,100,"1,632.60","163,260.00"
8252,2025090805015341,NRIC,44,58,"1,000","1,633.00","1,633,000.00"
8253,2025090805015340,NRIC,4,58,50,"1,633.00","81,650.00"
8254,2025090805015339,NRIC,29,58,100,"1,633.00","163,300.00"
8255,2025090805015338,NRIC,39,58,50,"1,635.00","81,750.00"
8256,2025090804013867,LEC,60,28,50,211.00,"10,550.00"
8257,2025090801015041,TTL,46,22,180,773.00,"139,140.00"
8258,2025090804013866,UMHL,62,56,610,574.00,"350,140.00"
8259,2025090804013865,UMHL,17,56,70,574.00,"40,180.00"
8260,2025090804013864,UMHL,62,56,220,576.00,"126,720.00"
8261,2025090804013863,UMHL,62,56,100,576.20,"57,620.00"
8262,2025090804013862,RURU,19,60,145,720.00,"104,400.00"
8263,2025090803007204,NUBL,44,52,33,761.00,"25,113.00"
8264,2025090803007203,NUBL,46,52,37,761.00,"28,157.00"
8265,2025090803007202,SKBBL,14,33,500,882.00,"441,000.00"
8266,2025090803007201,SKBBL,75,33,150,882.00,"132,300.00"
8267,2025090803007200,SKBBL,32,33,500,882.10,"441,050.00"
8268,2025090803007199,SKBBL,13,33,100,882.20,"88,220.00"
8269,2025090803007198,SKBBL,34,33,50,882.50,"44,125.00"
8270,2025090803007197,SKBBL,62,33,28,882.60,"24,712.80"
8271,2025090803007196,SKBBL,65,33,100,882.70,"88,270.00"
8272,2025090803007195,SKBBL,39,33,100,882.70,"88,270.00"
8273,2025090803007194,SKBBL,57,33,10,883.00,"8,830.00"
8274,2025090803007193,SKBBL,50,33,70,883.00,"61,810.00"
8275,2025090803007192,SKBBL,87,33,50,883.00,"44,150.00"
8276,2025090803007191,SKBBL,43,33,500,883.10,"441,550.00"
8277,2025090803007190,SKBBL,6,33,17,883.20,"15,014.40"
8278,2025090803007189,SKBBL,58,33,140,884.10,"123,774.00"
8279,2025090803007188,SKBBL,39,33,20,884.20,"17,684.00"
8280,2025090803007187,JSLBB,51,58,49,"1,185.00","58,065.00"
8281,2025090803007186,JSLBB,8,58,20,"1,185.20","23,704.00"
8282,2025090803007185,JSLBB,38,58,11,"1,185.20","13,037.20"
8283,2025090805015337,USHEC,29,46,11,469.90,"5,168.90"
8284,2025090804013861,RADHI,48,26,10,752.40,"7,524.00"
8285,2025090805015336,ULHC,55,58,30,452.00,"13,560.00"
8286,2025090801015040,LVF2,80,34,100,9.12,912.00
8287,2025090805015335,HRL,49,37,35,979.00,"34,265.00"
8288,2025090801015039,NABIL,17,55,60,510.40,"30,624.00"
8289,2025090801015038,NABIL,58,55,40,510.50,"20,420.00"
8290,2025090803007184,PMLI,45,42,10,490.00,"4,900.00"
8291,2025090801015037,SRLI,49,65,65,393.50,"25,577.50"
8292,2025090801015036,GMLI,58,32,50,"1,941.00","97,050.00"
8293,2025090805015334,BHL,50,17,70,184.30,"12,901.00"
8294,2025090805015333,SMATA,48,58,400,983.90,"393,560.00"
8295,2025090805015332,SMATA,48,62,100,983.00,"98,300.00"
8296,2025090803007183,SLBBL,43,44,358,917.00,"328,286.00"
8297,2025090803007182,SLBBL,60,44,90,917.20,"82,548.00"
8298,2025090803007181,CORBL,28,95,10,"1,794.00","17,940.00"
8299,2025090805015331,SAHAS,35,41,10,624.90,"6,249.00"
8300,2025090805015330,SAHAS,35,14,100,624.00,"62,400.00"
8301,2025090805015329,SAHAS,35,17,85,624.00,"53,040.00"
8302,2025090805015328,SAHAS,35,49,20,623.00,"12,460.00"
8303,2025090805015327,BHDC,58,1,51,564.20,"28,774.20"
8304,2025090805015326,BHDC,80,1,49,564.30,"27,650.70"
8305,2025090803007180,SAPDBL,58,19,14,777.10,"10,879.40"
8306,2025090803007179,SAPDBL,53,19,386,777.10,"299,960.60"
8307,2025090805015325,EHPL,58,46,21,527.00,"11,067.00"
8308,2025090805015324,EHPL,58,97,10,525.00,"5,250.00"
8309,2025090805015323,STC,54,13,25,"5,200.00","130,000.00"
8310,2025090803007178,SINDU,42,56,10,691.00,"6,910.00"
8311,2025090805015322,SPC,19,98,279,498.30,"139,025.70"
8312,2025090801015035,CYCL,57,36,15,"1,630.00","24,450.00"
8313,2025090805015321,HHL,90,90,600,347.10,"208,260.00"
8314,2025090803007177,ILBS,62,60,"2,969","1,229.00","3,648,901.00"
8315,2025090803007176,ILBS,62,49,50,"1,229.00","61,450.00"
8316,2025090803007175,ILBS,62,58,300,"1,225.10","367,530.00"
8317,2025090803007174,ILBS,62,45,100,"1,225.00","122,500.00"
8318,2025090803007173,ILBS,62,38,39,"1,225.00","47,775.00"
8319,2025090803007172,ILBS,62,38,40,"1,225.00","49,000.00"
8320,2025090803007171,ILBS,62,16,100,"1,225.00","122,500.00"
8321,2025090803007170,ILBS,62,36,64,"1,225.00","78,400.00"
8322,2025090803007169,ILBS,62,49,38,"1,223.00","46,474.00"
8323,2025090805015320,HIDCL,4,49,297,270.30,"80,279.10"
8324,2025090801015034,CREST,5,33,20,"1,122.00","22,440.00"
8325,2025090804013860,UNHPL,42,64,185,462.00,"85,470.00"
8326,2025090803007168,SAPDBL,38,34,20,782.90,"15,658.00"
8327,2025090805015319,SHIVM,60,87,200,580.00,"116,000.00"
8328,2025090805015318,SMATA,48,38,50,984.00,"49,200.00"
8329,2025090804013859,BPCL,92,63,20,801.00,"16,020.00"
8330,2025090804013858,BPCL,54,63,80,801.00,"64,080.00"
8331,2025090805015317,MHL,8,33,300,482.00,"144,600.00"
8332,2025090804013857,IGI,39,34,190,514.00,"97,660.00"
8333,2025090804013856,IGI,62,34,10,514.00,"5,140.00"
8334,2025090804013855,IGI,58,34,100,514.00,"51,400.00"
8335,2025090801015033,NIBLGF,25,35,100,9.64,964.00
8336,2025090801015032,HBL,72,62,10,200.30,"2,003.00"
8337,2025090805015316,NIFRA,6,48,30,270.30,"8,109.00"
8338,2025090803007167,PMLI,45,45,10,490.00,"4,900.00"
8339,2025090801015031,MLBS,6,17,100,"1,500.00","150,000.00"
8340,2025090801015030,MLBS,6,17,90,"1,500.00","135,000.00"
8341,2025090801015029,BHCL,4,58,10,467.00,"4,670.00"
8342,2025090801015028,HBL,72,59,10,200.30,"2,003.00"
8343,2025090805015315,HRL,51,37,100,979.00,"97,900.00"
8344,2025090805015314,HRL,45,37,225,979.10,"220,297.50"
8345,2025090805015313,HRL,35,37,29,979.20,"28,396.80"
8346,2025090805015312,HRL,62,37,50,979.30,"48,965.00"
8347,2025090805015311,HRL,42,37,11,979.30,"10,772.30"
8348,2025090805015310,NRIC,25,13,400,"1,636.00","654,400.00"
8349,2025090805015309,NRIC,20,13,"1,988","1,636.00","3,252,368.00"
8350,2025090804013854,SHL,21,26,100,546.00,"54,600.00"
8351,2025090805015308,HRL,42,58,10,979.30,"9,793.00"
8352,2025090801015027,HIDCLP,88,58,125,195.30,"24,412.50"
8353,2025090801015026,HBL,72,55,10,200.30,"2,003.00"
8354,2025090805015307,SMATA,48,38,144,984.00,"141,696.00"
8355,2025090805015306,SMATA,48,64,100,984.00,"98,400.00"
8356,2025090805015305,SMATA,48,48,756,983.90,"743,828.40"
8357,2025090803007166,SJLIC,48,77,10,427.00,"4,270.00"
8358,2025090801015025,NIMB,40,35,833,205.20,"170,931.60"
8359,2025090801015024,NIMB,50,35,67,205.30,"13,755.10"
8360,2025090805015304,HHL,90,90,600,347.10,"208,260.00"
8361,2025090805015303,MAKAR,43,40,200,560.00,"112,000.00"
8362,2025090804013853,UPCL,38,33,10,412.00,"4,120.00"
8363,2025090801015023,SNLI,20,8,10,455.00,"4,550.00"
8364,2025090801015022,TTL,57,59,92,772.00,"71,024.00"
8365,2025090801015021,TTL,38,59,110,772.10,"84,931.00"
8366,2025090805015302,HIDCL,4,28,50,270.30,"13,515.00"
8367,2025090803007165,ACLBSL,57,45,50,"1,020.00","51,000.00"
8368,2025090803007164,ACLBSL,57,45,40,"1,020.00","40,800.00"
8369,2025090801015020,BHCL,4,49,10,467.00,"4,670.00"
8370,2025090804013852,RADHI,49,60,309,753.10,"232,707.90"
8371,2025090804013851,UPCL,38,52,150,412.50,"61,875.00"
8372,2025090803007163,NLICL,45,58,143,578.00,"82,654.00"
8373,2025090803007162,NLICL,65,58,150,578.00,"86,700.00"
8374,2025090803007161,NLICL,45,58,50,580.00,"29,000.00"
8375,2025090805015301,NRIC,48,84,10,"1,640.00","16,400.00"
8376,2025090804013850,AKJCL,62,21,100,192.10,"19,210.00"
8377,2025090801015019,HBL,17,4,10,200.40,"2,004.00"
8378,2025090805015300,BHL,44,81,500,184.50,"92,250.00"
8379,2025090801015018,BHCL,42,90,11,469.70,"5,166.70"
8380,2025090801015017,BHCL,42,75,10,469.60,"4,696.00"
8381,2025090801015016,BHCL,42,35,10,469.50,"4,695.00"
8382,2025090801015015,BHCL,42,68,10,469.50,"4,695.00"
8383,2025090801015014,BHCL,42,14,10,469.50,"4,695.00"
8384,2025090801015013,BHCL,42,90,50,469.40,"23,470.00"
8385,2025090801015012,BHCL,42,58,10,469.10,"4,691.00"
8386,2025090801015011,BHCL,42,35,30,469.00,"14,070.00"
8387,2025090801015010,BHCL,42,58,10,469.00,"4,690.00"
8388,2025090801015009,BHCL,42,34,10,469.00,"4,690.00"
8389,2025090801015008,BHCL,42,95,10,469.00,"4,690.00"
8390,2025090801015007,BHCL,42,49,10,469.00,"4,690.00"
8391,2025090801015006,BHCL,42,58,10,468.00,"4,680.00"
8392,2025090801015005,BHCL,42,19,10,468.00,"4,680.00"
8393,2025090803007160,SJLIC,5,58,10,426.50,"4,265.00"
8394,2025090804013849,RIDI,63,16,30,227.60,"6,828.00"
8395,2025090804013848,RIDI,63,39,40,227.50,"9,100.00"
8396,2025090804013847,RIDI,63,57,30,227.00,"6,810.00"
8397,2025090801015004,KBL,47,26,41,194.10,"7,958.10"
8398,2025090801015003,KBL,29,26,400,194.10,"77,640.00"
8399,2025090801015002,KBL,5,26,50,194.20,"9,710.00"
8400,2025090801015001,KBL,38,26,100,194.20,"19,420.00"
8401,2025090801015000,KBL,34,26,200,194.20,"38,840.00"
8402,2025090801014999,KBL,1,26,300,194.20,"58,260.00"
8403,2025090801014998,KBL,94,26,100,194.20,"19,420.00"
8404,2025090801014997,KBL,55,26,809,194.20,"157,107.80"
8405,2025090803007159,NUBL,46,22,50,761.00,"38,050.00"
8406,2025090804013846,CGH,58,1,140,990.00,"138,600.00"
8407,2025090804013845,CGH,58,45,10,989.00,"9,890.00"
8408,2025090805015299,NRN,4,36,11,"2,042.10","22,463.10"
8409,2025090801014996,PRVU,42,11,3,205.00,615.00
8410,2025090803007158,SAPDBL,28,34,10,782.90,"7,829.00"
8411,2025090804013844,AKPL,42,84,401,253.00,"101,453.00"
8412,2025090804013843,AKPL,57,84,100,253.00,"25,300.00"
8413,2025090804013842,AKPL,52,84,10,253.00,"2,530.00"
8414,2025090804013841,AKPL,8,84,10,253.00,"2,530.00"
8415,2025090804013840,AKPL,71,84,571,253.00,"144,463.00"
8416,2025090804013839,AKPL,35,84,10,253.40,"2,534.00"
8417,2025090804013838,AKPL,16,84,164,253.40,"41,557.60"
8418,2025090805015298,SMATA,48,48,810,983.90,"796,959.00"
8419,2025090805015297,SMATA,48,52,190,978.00,"185,820.00"
8420,2025090805015296,SHIVM,67,87,"1,000",580.00,"580,000.00"
8421,2025090803007157,PMLI,45,49,10,488.00,"4,880.00"
8422,2025090805015295,AHL,56,34,200,605.90,"121,180.00"
8423,2025090803007156,VLBS,34,52,190,800.00,"152,000.00"
8424,2025090803007155,VLBS,34,32,120,799.00,"95,880.00"
8425,2025090805015294,SMATA,48,52,10,978.00,"9,780.00"
8426,2025090804013837,HURJA,25,26,200,222.40,"44,480.00"
8427,2025090801014995,KSY,35,34,100,9.00,900.00
8428,2025090804013836,MHNL,32,34,"1,350",250.00,"337,500.00"
8429,2025090801014994,NMIC,43,49,10,"1,201.50","12,015.00"
8430,2025090801014993,KBL,6,17,235,194.50,"45,707.50"
8431,2025090801014992,NABIL,58,35,10,510.50,"5,105.00"
8432,2025090803007154,ALICL,34,32,200,473.00,"94,600.00"
8433,2025090803007153,ALICL,48,32,50,473.00,"23,650.00"
8434,2025090803007152,ALICL,45,32,100,473.00,"47,300.00"
8435,2025090803007151,ALICL,38,32,10,473.00,"4,730.00"
8436,2025090805015293,RHGCL,49,4,10,256.20,"2,562.00"
8437,2025090804013835,UMHL,62,45,25,576.00,"14,400.00"
8438,2025090804013834,UMHL,62,34,100,576.00,"57,600.00"
8439,2025090804013833,UMHL,62,47,400,576.00,"230,400.00"
8440,2025090804013832,UMHL,62,39,"2,255",576.00,"1,298,880.00"
8441,2025090805015292,AHL,34,56,200,605.90,"121,180.00"
8442,2025090805015291,AHL,34,42,180,604.00,"108,720.00"
8443,2025090805015290,NRIC,20,84,12,"1,636.00","19,632.00"
8444,2025090805015289,NRIC,16,84,"1,000","1,636.10","1,636,100.00"
8445,2025090805015288,NRIC,89,84,53,"1,636.10","86,713.30"
8446,2025090805015287,NRIC,52,84,100,"1,636.10","163,610.00"
8447,2025090805015286,NRIC,4,84,500,"1,636.20","818,100.00"
8448,2025090805015285,NRIC,89,84,335,"1,636.20","548,127.00"
8449,2025090805015284,SMATA,48,48,434,983.90,"427,012.60"
8450,2025090805015283,SMATA,48,35,109,982.00,"107,038.00"
8451,2025090805015282,SMATA,48,44,20,980.00,"19,600.00"
8452,2025090805015281,SMATA,48,48,500,978.00,"489,000.00"
8453,2025090805015280,SMATA,48,58,41,970.00,"39,770.00"
8454,2025090805015279,SMATA,48,58,10,970.00,"9,700.00"
8455,2025090805015278,SMATA,48,58,100,970.00,"97,000.00"
8456,2025090805015277,SMATA,48,17,19,970.00,"18,430.00"
8457,2025090805015276,SMATA,48,38,200,970.00,"194,000.00"
8458,2025090805015275,SMATA,48,58,20,969.00,"19,380.00"
8459,2025090805015274,SMATA,48,45,30,969.00,"29,070.00"
8460,2025090805015273,SMATA,48,47,100,969.00,"96,900.00"
8461,2025090805015272,SMATA,48,44,10,969.00,"9,690.00"
8462,2025090805015271,SMATA,48,48,50,968.80,"48,440.00"
8463,2025090805015270,SMATA,48,10,10,968.00,"9,680.00"
8464,2025090805015269,SMATA,48,17,20,967.90,"19,358.00"
8465,2025090805015268,SMATA,48,54,20,967.80,"19,356.00"
8466,2025090805015267,SMATA,48,21,12,966.90,"11,602.80"
8467,2025090805015266,SMATA,48,32,110,966.00,"106,260.00"
8468,2025090805015265,SMATA,48,44,10,966.00,"9,660.00"
8469,2025090805015264,SMATA,48,58,10,965.00,"9,650.00"
8470,2025090805015263,SMATA,48,35,10,965.00,"9,650.00"
8471,2025090805015262,SMATA,48,44,10,964.00,"9,640.00"
8472,2025090805015261,SMATA,48,58,105,963.90,"101,209.50"
8473,2025090805015260,SMATA,48,44,10,960.00,"9,600.00"
8474,2025090805015259,SMATA,48,8,30,959.00,"28,770.00"
8475,2025090804013831,UAIL,21,72,"2,000",512.10,"1,024,200.00"
8476,2025090804013830,UAIL,42,72,40,512.20,"20,488.00"
8477,2025090803007150,GBBL,34,71,10,431.90,"4,319.00"
8478,2025090805015258,SIKLES,4,91,10,709.00,"7,090.00"
8479,2025090801014991,BHCL,4,6,190,467.00,"88,730.00"
8480,2025090803007149,GFCL,58,18,50,600.60,"30,030.00"
8481,2025090803007148,GFCL,38,18,20,600.60,"12,012.00"
8482,2025090803007147,GFCL,49,18,20,600.60,"12,012.00"
8483,2025090805015257,MHCL,57,57,43,420.10,"18,064.30"
8484,2025090805015256,MHCL,57,35,10,420.00,"4,200.00"
8485,2025090805015255,MHCL,57,34,10,420.00,"4,200.00"
8486,2025090805015254,MHCL,57,19,10,415.00,"4,150.00"
8487,2025090805015253,MHCL,57,6,10,415.00,"4,150.00"
8488,2025090805015252,MHCL,57,58,10,415.00,"4,150.00"
8489,2025090805015251,MHCL,57,5,169,415.00,"70,135.00"
8490,2025090805015250,MHCL,57,32,100,412.00,"41,200.00"
8491,2025090805015249,MHCL,57,22,238,412.00,"98,056.00"
8492,2025090801014990,HBL,72,4,10,200.30,"2,003.00"
8493,2025090805015248,DORDI,49,19,10,237.00,"2,370.00"
8494,2025090805015247,DORDI,58,19,80,237.10,"18,968.00"
8495,2025090805015246,NRIC,89,57,160,"1,636.20","261,792.00"
8496,2025090801014989,KBL,55,26,191,194.20,"37,092.20"
8497,2025090801014988,KBL,39,26,150,194.30,"29,145.00"
8498,2025090801014987,KBL,51,26,300,194.30,"58,290.00"
8499,2025090801014986,KBL,48,26,450,194.30,"87,435.00"
8500,2025090801014985,KBL,55,26,100,194.30,"19,430.00"
8501,2025090801014984,KBL,40,26,500,194.40,"97,200.00"
8502,2025090801014983,KBL,52,26,30,194.40,"5,832.00"
8503,2025090801014982,KBL,38,26,10,194.40,"1,944.00"
8504,2025090801014981,KBL,40,26,269,194.40,"52,293.60"
8505,2025090801014980,HBL,72,35,10,200.30,"2,003.00"
8506,2025090803007146,MDB,21,75,65,600.20,"39,013.00"
8507,2025090803007145,MDB,21,41,29,600.00,"17,400.00"
8508,2025090805015245,MHL,74,57,10,480.50,"4,805.00"
8509,2025090801014979,HBL,72,58,10,200.30,"2,003.00"
8510,2025090803007144,PROFL,57,58,100,476.00,"47,600.00"
8511,2025090804013829,RHPL,57,49,56,285.00,"15,960.00"
8512,2025090804013828,RHPL,57,45,444,285.00,"126,540.00"
8513,2025090804013827,RHPL,57,14,500,284.90,"142,450.00"
8514,2025090801014978,HBL,72,47,10,200.30,"2,003.00"
8515,2025090803007143,NICLBSL,87,44,50,576.00,"28,800.00"
8516,2025090805015244,HATHY,38,91,10,"1,010.00","10,100.00"
8517,2025090803007142,SKBBL,32,33,20,885.00,"17,700.00"
8518,2025090803007141,JSLBB,42,58,10,"1,186.00","11,860.00"
8519,2025090805015243,BHDC,58,32,200,565.00,"113,000.00"
8520,2025090805015242,HRL,42,81,36,979.30,"35,254.80"
8521,2025090805015241,HRL,44,44,50,980.00,"49,000.00"
8522,2025090805015240,HRL,44,13,50,979.90,"48,995.00"
8523,2025090801014977,TTL,51,22,40,773.00,"30,920.00"
8524,2025090801014976,TTL,55,22,20,773.00,"15,460.00"
8525,2025090801014975,TTL,45,22,60,773.00,"46,380.00"
8526,2025090801014974,AVYAN,11,42,10,990.00,"9,900.00"
8527,2025090804013826,RIDI,8,25,237,226.00,"53,562.00"
8528,2025090804013825,RIDI,34,25,50,226.00,"11,300.00"
8529,2025090804013824,RIDI,48,25,140,226.00,"31,640.00"
8530,2025090804013823,RIDI,54,25,40,226.00,"9,040.00"
8531,2025090804013822,RIDI,84,25,500,226.00,"113,000.00"
8532,2025090804013821,RIDI,43,25,50,226.10,"11,305.00"
8533,2025090805015239,SHIVM,36,87,"2,000",580.00,"1,160,000.00"
8534,2025090805015238,NRIC,89,58,96,"1,636.20","157,075.20"
8535,2025090805015237,NRIC,45,58,47,"1,637.00","76,939.00"
8536,2025090804013820,GLH,45,22,40,253.60,"10,144.00"
8537,2025090801014973,NMBHF2,34,6,100,9.00,900.00
8538,2025090805015236,SMATA,48,8,70,959.00,"67,130.00"
8539,2025090805015235,SMATA,48,44,50,958.80,"47,940.00"
8540,2025090805015234,SMATA,48,40,100,958.00,"95,800.00"
8541,2025090805015233,SMATA,48,44,10,958.00,"9,580.00"
8542,2025090805015232,SMATA,48,39,100,955.70,"95,570.00"
8543,2025090805015231,SMATA,48,40,100,955.00,"95,500.00"
8544,2025090805015230,SMATA,48,44,20,950.00,"19,000.00"
8545,2025090805015229,SMATA,48,8,200,950.00,"190,000.00"
8546,2025090805015228,SMATA,48,48,110,950.00,"104,500.00"
8547,2025090805015227,SMATA,48,37,22,949.00,"20,878.00"
8548,2025090805015226,SMATA,48,71,99,948.60,"93,911.40"
8549,2025090805015225,SMATA,48,3,40,948.00,"37,920.00"
8550,2025090805015224,SMATA,48,47,79,948.00,"74,892.00"
8551,2025090805015223,RAWA,32,56,81,731.30,"59,235.30"
8552,2025090803007140,NUBL,46,52,50,761.00,"38,050.00"
8553,2025090805015222,BEDC,34,33,10,629.00,"6,290.00"
8554,2025090803007139,ILBS,60,49,12,"1,223.00","14,676.00"
8555,2025090803007138,ILBS,60,45,200,"1,220.00","244,000.00"
8556,2025090803007137,ILBS,60,97,290,"1,220.00","353,800.00"
8557,2025090803007136,ILBS,60,38,30,"1,217.00","36,510.00"
8558,2025090803007135,ILBS,60,57,300,"1,217.00","365,100.00"
8559,2025090803007134,ILBS,60,45,500,"1,215.00","607,500.00"
8560,2025090803007133,ILBS,60,58,150,"1,211.00","181,650.00"
8561,2025090803007132,ILBS,60,70,168,"1,209.00","203,112.00"
8562,2025090803007131,ILBS,60,71,50,"1,208.00","60,400.00"
8563,2025090803007130,NFS,58,5,10,637.00,"6,370.00"
8564,2025090805015221,ILI,42,47,12,443.00,"5,316.00"
8565,2025090803007129,DDBL,43,51,61,863.50,"52,673.50"
8566,2025090805015220,HDL,22,56,45,"1,375.00","61,875.00"
8567,2025090805015219,HDL,66,56,155,"1,375.00","213,125.00"
8568,2025090803007128,GBLBS,41,36,40,751.00,"30,040.00"
8569,2025090805015218,MKJC,42,1,10,602.00,"6,020.00"
8570,2025090805015217,HHL,8,58,40,347.00,"13,880.00"
8571,2025090805015216,HHL,8,52,370,347.00,"128,390.00"
8572,2025090805015215,HHL,8,58,10,346.80,"3,468.00"
8573,2025090805015214,HHL,8,74,45,346.50,"15,592.50"
8574,2025090805015213,HHL,8,22,200,346.50,"69,300.00"
8575,2025090805015212,PPL,21,38,10,300.00,"3,000.00"
8576,2025090803007127,LBBL,58,84,220,522.10,"114,862.00"
8577,2025090803007126,LBBL,58,84,500,522.20,"261,100.00"
8578,2025090803007125,LBBL,8,84,"2,000",522.30,"1,044,600.00"
8579,2025090803007124,LBBL,46,84,"1,000",522.50,"522,500.00"
8580,2025090803007123,LBBL,8,84,170,522.60,"88,842.00"
8581,2025090803007122,LBBL,17,84,"1,300",522.70,"679,510.00"
8582,2025090803007121,LBBL,57,84,300,522.80,"156,840.00"
8583,2025090803007120,LBBL,62,84,10,523.00,"5,230.00"
8584,2025090805015211,VLUCL,59,28,10,544.00,"5,440.00"
8585,2025090805015210,VLUCL,59,35,10,543.90,"5,439.00"
8586,2025090805015209,VLUCL,59,21,10,543.00,"5,430.00"
8587,2025090801014972,KBL,40,26,280,194.40,"54,432.00"
8588,2025090801014971,KBL,38,26,50,194.50,"9,725.00"
8589,2025090801014970,KBL,25,26,110,194.50,"21,395.00"
8590,2025090801014969,KBL,13,26,10,194.50,"1,945.00"
8591,2025090801014968,KBL,10,26,300,194.50,"58,350.00"
8592,2025090801014967,KBL,40,26,"1,000",194.50,"194,500.00"
8593,2025090801014966,KBL,41,26,100,194.50,"19,450.00"
8594,2025090801014965,KBL,35,26,150,194.60,"29,190.00"
8595,2025090805015208,HDL,66,53,25,"1,375.00","34,375.00"
8596,2025090805015207,HDL,34,53,175,"1,375.10","240,642.50"
8597,2025090805015206,SMATA,48,47,421,948.00,"399,108.00"
8598,2025090805015205,SMATA,48,8,100,948.00,"94,800.00"
8599,2025090805015204,SMATA,48,57,300,947.00,"284,100.00"
8600,2025090805015203,SMATA,48,8,500,947.00,"473,500.00"
8601,2025090805015202,SMATA,48,55,20,947.00,"18,940.00"
8602,2025090805015201,SMATA,48,42,55,945.00,"51,975.00"
8603,2025090805015200,SMATA,48,58,10,943.00,"9,430.00"
8604,2025090805015199,SMATA,48,49,11,938.00,"10,318.00"
8605,2025090805015198,SMATA,48,49,10,938.00,"9,380.00"
8606,2025090805015197,SMATA,48,3,18,937.00,"16,866.00"
8607,2025090805015196,SMATA,48,38,40,930.00,"37,200.00"
8608,2025090805015195,SMATA,48,49,15,927.00,"13,905.00"
